사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2023-03,5호선,2527,여의도,4,0,2157,3644,4044,29494,10984,151352,15113,234312,12328,87788,13316,36516,20158,35326,20332,32541,26754,36680,32475,30084,39912,27981,56692,28730,149125,34079,184379,43666,75527,20585,64662,10509,51533,9082,31103,7642,10968,4152,1247,2359,0,31,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2528,여의나루,11,3,1039,1652,2527,12713,6052,43670,9547,76786,5946,31022,5668,23540,7928,23480,10465,27575,13280,35197,18420,37773,27693,41246,41598,40143,67913,40985,85883,41968,47213,24010,48496,13135,39069,8069,28322,5545,9301,2869,930,800,0,3,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2529,마포,12,1,2451,1377,9061,7262,30876,22511,39927,78571,21697,35575,17164,17112,16849,18359,17932,17120,19104,17446,18100,15700,19795,17642,22136,21662,36796,32037,63755,48363,23968,28063,20367,16696,21929,15134,16167,13284,6944,8061,846,2172,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2530,공덕,11,0,1708,1037,5917,6968,23304,32598,35821,86089,17303,43576,14269,18489,15783,17346,18143,16017,19431,17003,17816,15333,21226,16699,25502,19951,43565,31316,70481,50098,27929,25336,21858,14387,22868,13721,17436,12396,7489,6662,1055,1903,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2531,애오개,37,0,2304,616,5753,4825,20390,10421,27757,28366,13550,14548,9521,7068,9551,6530,10167,6667,10419,8585,9090,8494,10434,8652,12459,10120,14404,14640,23505,24047,8612,14516,5771,9045,5031,8188,3381,8071,1100,4955,149,2306,0,405,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2532,충정로(경기대입구),14,0,1070,215,2509,2042,7246,14428,9723,37205,5456,12722,4354,4977,4613,4657,5155,3881,5717,4658,5729,4757,5903,4068,7742,4713,16782,6343,30632,9615,7895,6206,5293,4306,5045,4363,3174,4233,1271,2713,226,708,0,83,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2533,서대문,9,2,3480,1249,6687,16704,20194,78307,25882,183602,18585,52797,17384,24596,21548,24008,21748,21210,22109,25152,26513,20904,33541,17479,47003,17775,80376,21453,125125,28801,35448,17118,28041,11470,25769,11484,18258,9495,6664,5828,760,1747,0,33,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2534,광화문(세종문화회관),9,0,1178,1162,3326,30128,9590,87289,15128,289897,12033,128946,14671,59275,21674,59438,26349,51688,36813,53111,47639,42186,61049,33971,76285,33414,124483,39892,229674,47315,83177,21928,62934,9507,65647,7912,45389,5955,13934,3197,1672,872,0,4,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2535,종로3가,41,3,1552,498,2073,5956,3164,14757,5603,44884,6134,36666,7845,32014,10874,36398,17587,35216,20531,33703,26115,29740,32424,26802,38903,26949,47697,30371,63939,35474,38805,19817,35943,10000,40857,7526,32460,5784,17026,3896,2095,1529,0,14,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2536,을지로4가,0,0,485,574,983,6448,1983,19283,3543,47556,3729,20481,4523,12529,6238,12630,7310,11606,9140,10855,11080,9374,12571,8571,15011,7766,27871,7961,42045,8191,16717,4519,10576,2546,8901,2316,6243,2022,2751,1263,290,610,0,2,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2537,동대문역사문화공원(DDP),1,0,278,291,561,2737,1695,9945,3117,32756,3248,13198,3600,4453,3447,3573,2711,3500,2956,3713,3794,3398,4286,3573,5759,3770,11895,4064,23062,4293,9035,2935,4619,2301,3859,2359,2584,2586,1218,2003,190,591,0,5,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2538,청구,2,0,1638,233,2801,1993,7714,4404,12282,16077,6986,8527,5583,4463,6107,3992,5388,4353,5555,4662,5456,4788,5464,5567,7392,6263,8876,8037,14366,11130,7829,7640,5616,5076,4415,4725,3717,4743,1604,2949,291,875,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2539,신금호,36,0,3211,384,7565,2878,23099,10565,30864,13836,16236,7987,10891,5980,9576,6237,9579,7657,8974,8471,8942,9366,9580,11585,13010,14282,10922,18346,10772,27528,8237,19502,5398,11996,4435,10870,3120,10120,1294,6113,208,2026,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2540,행당,19,1,4061,716,12223,2694,35259,5286,46928,9888,24112,6496,15545,5439,13387,6053,12576,7519,11704,8486,9841,10223,10263,12723,10157,16296,10890,20853,10175,34225,6873,23178,5331,14365,4089,13647,3240,12809,1119,7280,221,2288,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2541,왕십리(성동구청),30,0,2227,536,2464,3028,6658,6523,9407,20044,5469,10477,4914,7562,5468,7336,6087,7746,6363,8668,7124,8284,7939,8623,10073,10007,11136,12452,15440,18747,9312,10354,8413,5831,8878,5093,7427,4530,3397,2701,624,1936,0,281,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2542,마장,0,0,2317,571,6052,3562,17094,6668,21740,17444,12494,11727,9097,8470,8872,7549,10522,8428,9702,8212,9580,7104,10553,8143,11799,9577,12398,12630,13800,18970,8390,12368,6092,8154,5910,7498,4059,7114,1688,4294,232,1484,0,15,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2543,답십리,29,0,9712,1173,19122,8511,59857,15262,80022,36813,39712,21937,25531,15838,22365,15437,23275,16910,22363,19457,20146,19095,21527,22499,25203,27033,30732,36689,36569,60704,17909,41804,12707,25847,10573,23218,7873,21131,3211,12743,552,4275,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2544,장한평,38,1,7540,1101,19587,12414,59096,24671,81674,69718,42500,30744,26160,21306,23090,19569,24705,19476,23790,21223,23100,20363,24454,24268,31509,29546,41513,42621,64896,70166,27618,49962,16880,29707,13272,27615,10494,25414,4803,15985,727,4952,1,85,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2545,군자(능동),48,0,7455,720,12382,5486,37015,8917,50349,29864,23956,18821,14909,14080,14442,13392,16282,13964,16554,16239,15148,16544,15521,18996,18267,24428,23218,35888,29906,58542,17166,38246,14147,22871,14461,21027,12269,20188,6490,13242,1177,6272,0,1080,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2546,아차산(어린이대공원후문),8,0,9256,1478,17740,5748,46132,16767,63003,31603,34067,21976,22764,23196,20922,22550,24414,21150,26642,20925,27291,22651,31203,26054,32714,30581,33271,37238,31882,56147,19132,40824,14227,26073,12424,22002,8455,20144,3322,11867,563,3540,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2547,광나루(장신대),9,0,5783,1816,16973,8318,44426,18859,49784,37741,31661,23672,22475,22207,20396,17627,22149,16865,22807,18394,23157,17722,23959,19570,27681,24421,29190,31178,34909,44821,16503,32032,12335,20090,14563,19412,12013,18846,3535,10881,513,2762,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2548,천호(풍납토성),85,0,7454,1811,12400,15529,31468,20504,39631,43711,25244,37727,23575,28919,26911,29096,29241,30259,31233,33644,32563,33604,38638,36610,45893,38903,52947,46243,56635,61165,39525,43518,34770,24227,26424,22071,20124,18915,9926,11229,1899,3896,0,16,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2549,강동,100,1,11163,1434,21112,12074,61126,31109,73287,51666,39078,26635,27838,20394,25821,18894,26869,19784,25732,25108,24821,23515,27199,26588,31437,30229,44133,37378,47121,57533,23193,44780,16826,29685,13261,27803,9556,25567,3901,16874,818,7037,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2550,길동,8,0,4733,690,9000,4612,24383,8290,28346,18736,16541,13846,13572,9937,13458,10753,14334,11577,14366,11956,12640,13896,13496,15017,15300,18915,16344,21078,18305,29467,9249,22702,7088,13456,6640,11032,4984,10486,2083,6011,409,2705,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2551,굽은다리(강동구민회관앞),0,0,7538,638,15263,2862,40215,6501,39916,15480,23222,11427,17497,8939,16136,10031,16620,10515,15872,12497,13848,13944,13104,15556,14410,21460,14864,23705,16791,37395,9885,28779,7048,18603,7721,15372,5024,16609,1863,8169,294,3344,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2552,명일,15,0,5578,1275,15281,3547,39803,7521,35757,14480,21229,10364,17395,10009,15635,9506,15941,9449,14234,12624,12949,12965,12590,16070,15734,21782,13515,21963,13102,40353,8263,32442,6638,17643,5956,14714,5396,15533,1687,8827,402,3262,0,7,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2553,고덕,5,0,4333,1962,12340,6712,34351,19079,28484,18436,19292,14027,16033,12901,17258,11193,17805,11969,15283,17201,16082,14301,20415,17044,24573,19664,22981,21143,16811,34162,10897,28543,8673,15027,8883,13843,9149,13301,2236,7335,386,3378,0,266,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2554,상일동,59,2,10101,1939,31513,8347,83928,13360,60855,17055,36547,10786,26287,8640,22170,9222,21114,13784,18340,15882,16575,15532,18579,21519,20377,23956,22749,37512,20364,60329,11562,52803,8172,29636,5410,27484,3801,24386,1623,15462,450,6730,1,1493,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2555,둔촌동,2,0,4299,1079,10138,12346,27394,11226,30102,20521,17646,13345,13506,11128,12791,10252,13294,11508,13510,13718,13541,12574,14924,15714,20846,17899,22316,23143,22309,32298,11650,24488,8976,12113,7621,12372,6608,10264,2873,6320,290,1790,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2556,올림픽공원(한국체대),3,0,1063,842,5691,4088,13485,7619,13370,12429,9770,7287,8279,8790,7776,6892,8670,9014,8583,8851,9040,10363,10834,11125,13153,11000,12352,12672,11424,12779,5988,9745,5193,5740,12433,5409,8293,4656,2766,3376,94,952,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2557,방이,3,0,2636,948,7940,4292,21107,9265,19360,26292,13207,12453,10486,8329,9455,7468,10409,10160,10898,10178,9398,10938,10999,12480,12478,16319,15587,23209,22012,24004,10711,18949,9228,10758,11417,8826,13955,7613,2475,5406,257,1459,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2558,오금,8,1,1204,427,3196,2361,9159,10621,8637,22275,5727,6797,5144,3687,4795,3556,5178,3868,5190,3900,5128,4105,6800,4509,8787,5689,10762,6840,15729,8294,4733,6711,3577,4146,2940,3574,2484,4083,795,2835,100,1008,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2559,개롱,14,0,3444,1041,9742,4304,26469,8224,24416,16922,14439,8427,11524,6166,10041,6467,10036,7325,10111,8625,8664,9441,9093,10469,13575,15133,14169,17987,13505,22684,7022,21643,4977,12399,4676,10071,2871,12123,936,6343,116,2167,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2560,거여,1,0,6495,826,17317,4271,54259,10367,48448,19166,26887,9730,18113,7600,14771,8094,15572,8408,13944,11823,12093,11815,12632,14799,15744,22112,16967,26044,16073,40642,8113,36631,5708,18980,5109,17233,3486,18667,1209,9938,170,3501,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2561,마천,89,0,7332,411,15963,2791,48275,5343,36833,12104,18628,8326,12459,7308,10775,6415,11646,6914,9784,8716,8692,7838,8745,13335,10035,16239,9682,19546,10941,28976,5297,26601,3939,13416,3031,14472,1834,13875,719,8468,110,3483,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2562,강일,5,2,2698,967,8801,3449,27078,5270,24528,8311,15198,3532,11557,2934,9121,3546,8437,5133,8077,5203,6475,6243,7017,8188,9432,9617,8534,14026,9110,19624,3699,17796,2351,10972,1900,9651,1534,8894,528,6161,117,2008,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2563,미사,22,2,7797,919,25309,7618,76417,12979,71826,25893,36589,21417,26913,17439,23482,17645,24767,19893,24085,19737,21448,24222,24130,24593,25496,34899,28963,49467,30444,68965,18434,70605,17285,38053,17055,29579,15478,26981,7635,18670,1834,6184,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2564,하남풍산,13,0,2132,217,6062,2156,11403,7194,12976,17642,7996,10100,6630,6332,6365,5322,6477,5263,6608,6273,6612,5836,7922,6184,9639,8592,12381,7918,14733,11514,5894,11365,3999,6132,4149,5871,2192,5675,722,3682,130,1341,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2565,하남시청(덕풍·신장),26,1,5546,101,12075,4200,29071,6719,27229,16656,17488,9499,14207,8566,13582,8913,14900,9177,13284,12530,11655,10471,11978,15490,16289,17333,15049,17645,15577,25294,8647,24085,6243,13312,5424,13193,3522,12121,1396,7548,249,3581,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,5호선,2566,하남검단산,7,0,3724,11,10165,3303,25353,5819,22852,13332,13127,10132,10654,9712,8986,8644,9707,10729,10134,9562,9670,9229,12341,12258,15069,11071,14069,15363,13249,17456,7313,18055,6717,11190,5121,10236,4230,9045,940,6389,121,3003,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2611,응암,23,3,12085,1379,28947,6193,77338,11114,96556,18130,49962,13844,31445,14236,27340,15201,28794,18750,26466,19359,23188,22619,22321,29045,25020,36767,23973,50665,23712,81374,15255,65524,10904,42183,8992,33935,7327,32342,3179,21259,510,6558,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2612,역촌,1,0,2214,331,6021,2049,17551,2678,18472,8528,9374,4259,6533,3553,5637,4588,6385,5616,6124,5069,5291,5322,4946,6294,4965,9121,5174,11346,5571,18761,3114,15617,2246,8399,1851,8299,1427,7561,702,5040,77,1641,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2613,불광,25,2,1523,523,4393,1759,12795,4105,14532,7902,8117,7559,6552,5864,6919,5993,7850,6525,8383,7332,8807,7382,10216,8366,11304,9092,10826,10877,10409,16328,6435,12739,5361,6892,4452,6261,2624,5948,1050,3943,190,1362,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2614,독바위,0,0,2451,192,5027,853,15735,1761,14116,3020,7178,3632,4600,3974,3968,2614,4466,3046,3819,3061,3433,3434,3597,4272,3623,5940,3271,7425,2997,12154,1751,11132,1197,6727,909,5634,607,5566,276,3697,44,1359,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2615,연신내,0,0,0,0,0,0,2,0,3,0,0,0,3,0,3,0,3,0,1,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2616,구산,8,0,5884,163,12611,2488,34843,8052,41314,7548,21796,5579,13974,5234,13018,6408,13593,7382,11410,8079,9889,8311,11484,10613,14051,14328,10906,15761,9814,22615,6373,22010,4966,11411,4567,10206,4520,9077,1372,5513,203,1897,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2617,새절(신사),0,0,11008,644,21172,4373,58016,8928,69297,15993,35487,14251,21818,10156,19364,11171,21073,13270,19051,15398,16552,15149,17330,20827,21837,24438,18983,33187,17112,51630,10852,43229,7061,25907,6415,22682,4590,21120,1920,14468,345,5068,1,2,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2618,증산(명지대앞),11,1,8040,539,16767,3743,43935,5583,52539,11232,29408,10496,18787,8072,15926,10131,16447,10934,15530,11828,13466,13469,13217,16892,14786,21826,14220,28463,14261,46153,8206,36745,6337,21534,4774,20982,4225,18558,1893,11293,301,3775,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2619,디지털미디어시티,115,2,6401,2683,17022,11736,55525,32613,60336,76239,32857,32576,19374,12865,16588,11238,16684,12589,15883,13611,13917,14778,15410,17054,21048,24900,36243,32987,53003,52153,23012,39625,11656,23569,9677,21694,12217,20670,3272,12415,564,5038,2,11,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2620,월드컵경기장(성산),2,0,677,1130,2918,3076,9098,5015,10110,8617,5728,8342,5556,10074,6895,10660,7936,14345,9123,18189,11064,13756,14774,12411,21836,13069,14441,16959,12119,25634,7091,20407,5622,5860,7471,4221,18255,3527,3493,1830,260,506,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2621,마포구청,21,1,7324,2162,14356,7444,44872,15639,60523,36742,37213,19680,23135,13880,21022,12610,20919,15852,20451,17477,19054,16188,19762,20706,22524,23298,27501,29997,38668,45366,18718,34676,12730,22776,12271,19200,11788,20391,4485,12567,689,3512,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2622,망원,2,0,5509,982,10900,5281,29730,10354,40602,34235,25986,31348,18727,22140,18676,26248,22129,28651,23034,31821,23233,29569,25384,34216,29048,36156,33319,41164,43561,52275,29979,37900,24891,19950,23088,17300,18847,14809,8913,10634,1217,2726,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2623,합정,13,0,3865,1435,6090,7067,15946,17920,22636,46759,17758,32429,13285,19049,14911,19907,17761,20236,19372,23144,20847,21163,22743,22371,26214,27632,36026,34732,53168,48511,34351,31645,30373,15949,34739,13828,29980,13282,16264,9706,2736,2678,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2624,상수,53,1,4884,1059,6238,3354,10992,7446,14981,26910,10490,39473,7948,22070,8557,18921,12187,20882,13522,23472,14619,20160,17704,18254,21914,22244,29001,27605,31535,38744,22960,25399,20835,15515,24053,11882,24408,11585,17067,9009,3355,2941,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2625,광흥창(서강),2,0,3139,1367,7956,5025,22529,16384,29632,37948,18663,21482,13051,12812,14215,9976,15782,10673,13326,10876,13066,10964,13971,12581,15528,14061,22398,17568,32950,26056,15042,19281,10175,11611,8639,10570,6779,10793,2570,6581,365,2061,0,2,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2626,대흥(서강대앞),9,0,2510,866,5761,4178,17191,17146,24132,44252,15249,22257,11167,23534,11458,15003,15479,13825,17383,17615,14812,13076,17058,14136,24599,15220,27630,20125,28445,27714,15710,17948,13010,10792,13959,9713,13537,10167,4825,7137,645,1980,0,12,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2627,공덕,103,1,4640,2343,8787,10884,22846,41999,34097,109679,24390,52195,19981,24281,21589,20736,23079,21462,24631,20833,25094,21165,30446,21754,34347,24978,60469,32693,91741,46171,39218,29361,30534,17904,29834,16595,22888,15314,10771,10354,1471,4450,1,185,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2628,효창공원앞,13,0,2472,553,6232,3856,18646,8710,28744,28783,17614,17611,10856,12888,10225,10556,10990,9386,12185,10177,10126,9259,12248,9789,14653,12107,17500,14654,26441,21529,11762,15030,7067,9629,6701,8774,4942,8135,2263,5750,370,2439,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2629,삼각지,5,0,1603,808,3106,5855,9341,15583,14989,30537,11491,12456,7754,9347,8914,9028,9871,9382,11946,9823,12244,9110,13910,8851,17238,9802,23869,12784,32461,16079,14060,10502,11276,7320,10812,6996,8816,7769,4540,4490,793,1221,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2630,녹사평(용산구청),14,0,1080,545,2165,4309,5534,10242,8471,18251,6948,9985,5094,7584,5365,7211,6291,8283,6847,9248,7108,8244,8909,9343,12784,9689,15123,12286,19633,14703,12021,10306,10273,6166,11177,5007,9872,4764,5188,2798,722,974,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2631,이태원,62,0,5436,1480,6418,7960,9860,12230,15107,32125,12182,25127,10174,18867,11505,17095,13675,19305,15687,20261,17993,19633,21927,20528,28663,23737,33139,27927,38158,35706,30253,27321,24949,19082,25574,15496,23475,13342,13803,10482,2200,3887,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2632,한강진,10,1,771,904,1398,8867,3633,23038,5972,46295,5866,32656,4063,24235,5951,25463,8309,26212,10774,30794,14351,24935,21918,26399,33467,25453,40103,24074,48131,25125,31590,12048,23554,4699,25773,3851,22461,3305,4649,2332,505,1493,1,206,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2633,버티고개,2,0,788,324,2049,1247,5691,2581,8549,5765,5612,3533,4080,2663,3367,2266,3313,2722,3068,3068,3080,3177,3465,3747,3535,4410,4558,5346,6151,7194,3245,5804,2102,3584,1809,3613,1556,3421,494,2209,99,582,0,42,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2634,약수,4,0,1299,261,2097,2443,5084,6433,8097,17458,6357,9254,4995,5622,4984,5142,5375,5133,5651,5517,5553,4949,6113,5856,7416,6335,9424,8091,14143,10168,7214,6373,5334,3707,5826,3141,4703,3150,2311,1948,391,580,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2635,청구,12,0,1810,566,2803,2970,8001,7319,11029,24708,6925,11887,4837,4591,5435,4315,4645,4205,4935,4858,5135,4039,5115,5273,7137,5743,7939,6720,13951,8230,9471,5848,5524,3869,4884,3612,4081,3425,1726,2239,366,867,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2636,신당,82,0,6414,1185,5424,7628,7809,17542,12767,39952,10299,23565,8739,14672,10544,11276,12724,10254,11657,10872,12405,9647,16106,9663,18445,11115,20236,13080,27338,18319,17933,18902,15558,10558,16018,8359,14295,8648,6505,9684,1345,2417,0,19,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2637,동묘앞,167,2,5187,1043,5130,4311,10899,8472,16490,26223,12555,20440,11422,16495,13606,17105,17528,17225,17221,19136,19325,18563,22184,16698,25620,16658,25399,16353,24509,19184,13276,14411,10085,9743,8074,9421,6540,9522,3199,8983,452,2184,0,100,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2638,창신,18,1,2706,344,5633,2386,16115,7548,18312,7339,9592,4406,5792,3816,5113,3518,5064,3778,5101,4172,4509,4211,5758,4546,6846,5884,6025,7816,5524,10675,3715,8267,3053,5518,2188,5265,1642,5464,720,3498,160,1039,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2639,보문,19,0,3722,845,7678,3854,24489,10937,36815,21676,19067,11063,12258,8060,10828,8005,11984,8207,11506,9113,10983,8561,11589,10329,14771,11849,15041,16207,19624,25994,9621,19198,7612,12597,7279,12104,5824,13407,3214,9119,640,3034,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2640,안암(고대병원앞),39,1,2972,1535,3896,8424,10289,19293,14013,68715,12291,42711,13873,56593,18849,28037,19534,22372,22797,31834,22832,19058,37557,19545,50588,19475,55261,23012,48012,31061,26993,20313,24753,13177,27869,12902,26995,13815,16878,9968,3349,4303,0,152,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2641,고려대(종암),9,3,3910,857,7881,5208,23267,12862,29607,33811,16685,16229,11505,18839,11944,12104,12862,10064,15205,13888,12957,10111,17433,12113,24662,14953,24982,17658,25443,30240,12290,21460,10482,13078,13156,13086,9552,12817,4031,8784,723,2789,0,56,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2642,월곡(동덕여대),16,0,6799,912,14446,3800,44948,8365,52246,33411,27818,21195,19358,20369,18886,18267,19171,14948,21473,16645,21473,16659,20604,19006,28117,24504,26555,29819,30184,45845,15378,35983,11063,21363,10566,19916,6894,18296,3400,12132,560,3873,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2643,상월곡(한국과학기술연구원),4,0,5100,627,9826,2024,27224,3875,30973,15342,16105,10063,10953,11666,10194,8627,9893,6890,10142,7942,10134,7566,8948,9111,11477,11271,11249,14377,11254,21075,7124,19140,3812,10564,5594,10615,2604,10151,1452,6902,181,2109,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2644,돌곶이,26,3,6489,2130,14999,4528,43157,5981,46085,19259,22612,16483,15399,11865,13710,9111,14869,10605,15642,11526,15876,11271,13694,14630,15370,17617,16427,22729,16403,35066,11125,30164,7144,17473,6731,14698,5421,15138,2661,9213,398,3264,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2645,석계,1229,9,8626,1805,20790,5784,53573,8876,59367,18055,31722,12815,22180,11900,18797,15033,19801,14781,19424,16548,17247,16536,16520,21295,18186,28477,18893,35629,17757,57019,12351,46697,8805,26628,8566,23922,7720,22834,4419,14155,970,4691,0,8,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2646,태릉입구,6,1,4311,760,7305,3021,19566,4417,23923,11798,12824,8392,9201,6372,8832,10150,9316,7036,8999,8269,8475,8959,8240,9539,9962,12329,10040,16064,10442,26274,6653,21311,4964,11994,4608,11652,3671,10320,1950,8164,400,3686,0,14,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2647,화랑대(서울여대입구),28,1,6409,1010,23094,3107,67207,8895,61219,21486,30151,15261,19854,10674,18058,11053,18021,9731,18603,10741,16074,10455,17896,13536,22906,16546,23249,24239,18801,38197,9991,34559,6123,20394,4954,18733,3570,17293,1435,11679,172,4092,0,31,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2648,봉화산(서울의료원),18,1,5311,1000,16790,2683,52943,5991,43169,14383,22338,8144,15393,6876,13887,6839,13460,8468,11787,10045,10514,10547,10068,13226,11629,16151,12825,22118,11662,34690,6441,32294,4469,18339,3963,15410,3215,15669,1343,9650,191,3546,0,226,0,0,0,0,2023-04-03 09:45:30
2023-03,6호선,2649,신내,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2711,장암,4,0,1521,170,7670,1302,19375,1364,11449,1802,5009,2289,2731,2459,2295,2393,2685,2425,2730,1777,3359,1564,3814,1566,4125,1719,4126,2200,3257,3626,1685,3416,1067,1954,693,970,428,1018,139,693,24,278,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2712,도봉산,53,0,5378,948,17723,5102,54241,8739,44714,17578,24123,18391,13971,18051,12845,14468,12907,13868,12690,14112,12278,12964,14407,15075,17192,18977,14423,23969,12619,37129,6185,40709,3700,25083,2857,20672,2568,19136,832,12367,141,5147,1,239,0,0,0,0,2023-04-03 09:45:30
2023-03,7호선,2713,수락산,46,5,10204,585,22550,5567,52379,8637,53889,18563,31911,19353,22201,19165,19832,16397,21118,18183,21726,16200,22283,16533,21625,20347,21941,24879,21259,31279,20954,44853,12909,45874,8594,27285,6953,22033,4749,20927,2341,13583,292,5059,1,27,0,0,0,0,2023-04-03 09:45:30
