사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2023-03,경부선,1716,병점,3963,34,8886,3708,30158,12035,62783,22733,52032,41233,34336,23448,27721,19515,26955,18576,27590,23297,22855,19716,23923,20495,28596,27360,36661,33450,38782,48379,38275,58836,23703,47740,15204,35784,13839,27008,10239,25665,3235,17374,51,7212,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1717,세마,424,2,2270,889,6569,2884,12360,4790,10990,11026,6738,2514,5079,1969,4315,2405,4521,2542,4265,3337,3670,3430,4167,3701,6323,7000,7365,8616,8774,10465,3433,9054,2339,5838,2150,5013,1351,4668,529,2423,59,200,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1718,오산대,198,2,3737,1130,8054,2725,15517,4025,12386,13853,7443,6106,5849,5309,5395,4486,6226,4977,6329,5244,6291,5028,8285,4575,10538,6869,10173,10635,10386,15306,4597,10948,3698,6571,3448,6126,2232,4768,1004,3187,110,312,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1719,오산,505,5,9012,2577,16718,10232,31125,29059,31520,22990,21248,14990,18955,11983,17806,10660,19195,14349,15543,16066,16015,15045,17844,19906,24320,25086,27464,31948,29280,36368,16859,26976,13393,21083,9253,16151,5583,11150,2425,8709,116,857,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1720,진위,37,0,1010,408,1727,2686,3343,9946,3253,9837,2386,2920,1746,2128,1851,1329,2044,1108,2071,1289,1857,1324,3906,1617,4768,2315,9473,2585,10773,2774,3499,2527,2238,1639,1483,1595,673,1391,270,878,17,61,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1721,송탄,41,1,5616,1162,8559,4024,14761,7477,13744,9478,10633,4615,8731,4287,8600,4305,8420,6393,7668,5904,7215,6631,8036,8587,10615,10725,10895,13851,11747,14995,6577,14579,5059,10644,4153,9286,2214,7653,1102,7014,57,626,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1722,서정리,35,1,5057,4811,12399,11270,19613,19778,18637,25814,15066,11429,12609,7869,12740,8102,14178,11126,12131,11687,12663,10163,15118,13041,22224,18475,45417,21986,28090,19941,15616,20277,12009,15039,8522,11540,4656,11531,2256,8585,90,760,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1723,평택지제,13,0,2423,12042,5097,13795,13000,15167,11102,8713,7240,4764,5905,3411,5240,4033,6809,4408,4608,4381,5646,4431,8155,5689,9183,7253,19821,9576,13117,11071,10440,8758,5425,7025,5803,6044,4749,5844,1763,3536,19,269,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1724,평택,103,6,7859,3392,14639,9153,34315,18024,34424,32317,30463,25570,25439,19377,22955,23065,24137,25888,23876,24956,23313,27893,27396,29598,33067,36716,38077,49534,35085,46665,24775,28980,24502,23601,17226,18210,13768,14142,7118,8032,92,2262,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1725,성환,19,2,2365,610,3859,2645,7462,13130,7192,27450,7272,32306,7078,10764,7658,6949,12088,12744,13628,11510,12308,6300,19818,6654,28438,7902,27493,9819,17905,9257,7339,7060,6749,6595,4197,5970,2779,5544,1120,4104,80,1133,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1726,직산,90,0,1023,547,1618,1297,2317,3304,2172,4031,1627,1483,1513,1002,1669,1007,1332,1157,1302,1185,1252,1121,1716,1291,1988,1582,3855,2246,3732,2283,1204,2111,1027,1326,792,1154,406,1063,163,879,22,199,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1727,두정,1566,2,6074,1046,10474,3848,20242,13700,18955,30612,15524,27617,11442,19651,12572,14115,16837,15791,14997,13745,14793,11323,18353,10584,20296,15501,23810,22660,22431,27350,13434,17545,10219,15041,10111,10706,6530,10620,3052,7953,27,2048,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1728,천안,2118,3,3697,796,6348,3138,13008,7400,11873,19000,15276,16657,11645,14559,13819,15603,14738,15072,13906,14861,19032,12957,23889,14711,25142,15468,23759,21185,20593,22146,12694,13627,10043,10758,7275,7128,4004,5817,2399,3822,11,1973,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1729,당정,10,0,3925,999,11199,3087,28659,9529,27316,19430,13866,12580,9915,7396,9556,5885,10930,7502,9128,6841,9443,6789,10622,8036,12166,11191,15319,14889,16200,22986,6669,19328,5122,12984,4511,10744,3642,10586,1406,7119,99,1220,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1749,서동탄,0,0,1139,8,5083,998,11454,1716,4207,1477,3121,907,2001,780,1964,1258,1643,1197,1524,1172,1439,1509,1700,2277,2025,2380,2106,3484,2464,5351,1032,6245,871,2662,616,2016,383,2811,105,1653,7,1406,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경부선,1750,광명,0,0,18,1351,3354,3056,13086,6895,11312,7609,7321,6840,4233,4157,7511,2624,5359,7924,4698,230,4132,7874,9017,4219,3257,5421,9419,7474,10435,13098,9374,7512,3347,4707,7150,3069,2584,4731,1216,44,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1801,개봉,1534,5,19168,5744,41517,10738,105387,15562,96243,24252,59884,22378,41761,18283,36132,20843,36426,26199,32444,25691,27945,30114,27902,37946,31701,50012,33922,65521,33164,95341,20401,75183,15569,45581,13007,41638,10264,35497,3665,20616,36,1318,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1802,오류동,489,6,13106,1684,20718,4863,55369,5700,55415,12037,32270,10771,23097,9943,20560,10247,21972,13063,19140,13975,16356,15936,15996,19600,16832,24274,16631,31827,15279,45864,9154,40783,6704,25922,5921,22131,4563,21064,1619,13719,41,905,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1803,역곡,827,10,30278,2778,48085,10522,128743,15001,124172,44070,70520,47103,46804,29879,42207,32710,44819,33132,42655,33212,37079,35818,39907,41496,49440,60563,50834,80302,44912,123876,26993,101056,21889,57659,19496,53322,16972,46507,7664,31818,257,1505,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1804,부천,2673,37,40581,4439,45576,11918,114575,19503,112953,56121,67027,46166,49588,40081,49876,42088,54548,50298,52095,54285,50074,54093,54724,57205,63454,72341,64346,95426,60129,127890,39883,106204,33417,63470,32032,53637,27446,43518,13112,29556,371,3375,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1805,송내,1595,5,17285,9384,41998,17404,120100,32067,99462,83259,57881,41777,41674,24492,39465,24663,39608,26716,36065,30005,31170,30284,34922,33626,40370,48644,50468,64571,79477,102994,32600,88895,24107,52758,20531,45829,16483,40181,7361,25304,466,2661,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1806,부평,8352,74,23304,5751,38577,13736,90462,21450,84967,34825,49950,38671,41061,35337,41080,41740,45198,48315,44488,54202,44259,54043,49591,56814,57251,73153,60528,92636,57207,128228,43806,104170,39278,55779,39949,47279,34213,39825,17760,25477,2482,6084,1,3,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1807,백운,128,0,7944,1601,14086,4238,30457,4911,27679,9739,16779,6969,13261,5688,12717,7245,13187,8706,10970,9355,8977,9118,10552,12034,11615,15688,11030,18622,8946,25193,4914,23814,4037,13448,3559,12448,2505,11638,1194,7328,82,1652,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1808,동암,552,7,19907,3645,35344,8432,68419,13964,64727,17534,37135,14622,29156,14327,27240,18163,26921,18429,24746,20590,21891,20567,21324,26903,23968,36038,26768,48587,24080,64553,14856,57629,12055,36222,10341,31792,7865,28488,3645,17744,230,3781,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1809,주안,809,36,15152,4444,29197,9501,67161,20296,61744,33308,38927,29057,30182,20653,30368,20462,34059,25596,31870,20932,28378,24762,33992,25329,35989,36780,43942,43679,42004,62082,25675,61968,22153,35442,20581,30225,17756,27546,8078,20920,518,4373,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1810,제물포,751,6,7917,2524,16596,5502,42324,15897,36828,38397,20749,20181,16969,10527,16590,9656,18007,12845,16855,13944,15297,12651,21969,13674,26905,18374,25580,24031,26382,32771,11476,30772,8371,18146,6956,16449,5016,15410,1860,10963,56,3115,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1811,동인천,1447,25,7141,2892,18626,12478,46600,24963,37088,35840,22865,18336,20766,21123,21769,24323,24656,20579,24128,24015,23565,22434,27633,21997,34164,26963,40311,31152,45831,36955,19796,36569,13864,21342,10647,17221,7386,15999,2500,10435,20,3639,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1812,인천,314,29,1309,1048,3661,3320,6490,6744,5773,9254,3827,5037,3681,7088,4224,10312,6084,10710,7931,8810,10054,8026,12648,6089,15663,5439,15812,4727,14656,4581,6652,3189,4959,2599,3108,2013,1743,1836,429,1301,7,1089,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1813,구일,235,5,4213,1566,10251,4954,29997,10100,26125,17785,15137,16769,11424,8148,10599,8444,11475,15380,10439,14448,10411,9221,17467,10486,23660,12967,20619,16580,14328,27357,7174,21148,5183,11799,4743,11164,4222,9857,1283,6322,19,315,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1814,소사,1027,11,14747,3291,15358,5542,33005,8726,29867,15384,19442,12458,15769,12312,14631,10340,14925,12633,14178,11652,12525,11529,13500,13517,16522,18203,16358,22752,13541,28839,7582,25269,5365,15524,4900,14684,3333,13038,1248,9784,45,1139,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1815,부개,1966,20,10664,1573,18739,3484,45580,6463,37604,11381,22630,7024,16485,6072,14776,8139,14418,9534,13437,10668,10974,11426,10843,13995,12887,19966,12563,25767,11774,33008,6742,29097,4682,17389,4323,15838,2673,13748,1485,9850,110,1495,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1816,간석,317,13,5817,1332,11563,2603,26831,4820,21546,10406,12542,5369,10161,5391,9751,5929,9809,6504,9018,8323,8368,7882,9179,9861,10046,13030,9422,16104,10259,20156,5515,18503,4458,11800,3998,9303,2947,8067,1265,5902,87,1620,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1817,도원,420,2,2300,1022,3822,1890,8540,7868,7784,23554,4920,4274,4351,4125,5254,4049,5534,4571,5830,6208,4856,4799,7637,5528,16113,6153,10698,6478,10295,7151,3156,6556,2395,4182,2028,3704,1015,2984,340,2261,20,1097,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1821,온수(성공회대입구),195,4,5783,1315,9113,3512,25335,11103,22832,15885,14865,9871,12208,7290,11302,8000,12718,8630,11448,8353,10720,9235,12543,10482,18154,12708,15552,16339,12776,23245,6730,19736,4904,11970,5010,10993,3535,9650,1709,6436,47,548,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1822,중동,920,19,11862,1192,19313,3274,48549,5445,38605,13284,22182,8562,16176,7802,15370,9297,16029,10151,14287,11202,12129,12569,11744,13637,12808,20265,13716,25721,13358,35443,7252,30296,5653,19208,4947,16332,3225,13911,1378,10256,66,1371,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경인선,1823,도화,291,2,4517,547,7816,1872,18350,4441,15599,7244,9309,4067,7944,3792,7259,4312,7319,5537,7041,5500,6107,6057,6307,7533,7419,9542,7596,10626,7400,12446,3769,11720,2805,7117,2113,6107,1489,5051,668,4223,31,1468,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1008,이촌(국립중앙박물관),88,2,1277,681,4010,2729,9398,4853,10556,9262,8873,5486,7133,4087,6939,4139,7002,4196,6834,5047,6636,4578,7404,5683,9292,6636,10947,7498,11303,9226,6032,6855,4986,4801,4446,4250,2523,4715,839,2590,62,894,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1009,서빙고,52,0,1182,723,2099,4199,3490,5164,4221,9730,3837,4542,3392,3241,3053,2498,3451,2475,3749,3630,3882,3309,4502,4175,6708,4294,8946,3617,7925,4675,3438,3576,2424,1960,2182,1935,1552,1765,440,1119,16,306,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1010,한남,177,2,1757,914,2561,5977,4734,11722,5891,15278,5140,11241,4926,6105,5298,5182,5943,5875,5403,6063,6474,5360,8404,5310,10566,6965,16192,7792,15664,8314,7483,6508,5912,3061,5547,3461,5370,2550,2208,1524,121,444,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1011,옥수,0,0,1,23,1,103,66,37,114,271,25,37,36,247,20,215,13,63,13,26,33,10,15,14,418,60,482,101,55,69,421,24,77,13,62,13,20,7,11,1,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1012,응봉,142,0,1395,228,3321,1079,8510,1765,8663,2790,5699,2773,4347,4504,4098,4009,3993,3805,3932,4349,3967,4968,4160,4336,4673,5223,4227,5493,3410,6327,2086,5385,1473,3316,1148,2859,970,2804,342,1681,30,556,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1013,왕십리(성동구청),941,9,6022,1342,9353,6436,29230,13344,45398,25671,28824,24568,18084,22117,18630,23142,23339,24916,26308,26847,26693,26549,29777,30105,37436,37604,41507,50416,38478,72792,30772,51800,29546,30190,34927,24613,32994,23501,16102,12517,1612,4883,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1014,청량리(서울시립대입구),1221,22,5491,1891,8142,12831,29875,17252,46324,27313,25679,33031,35016,33693,25141,35407,30061,32588,38659,34793,31633,36337,39802,39170,41258,38923,35803,36549,44016,56641,25729,37889,28600,21332,21307,22631,12054,13177,5764,7866,192,4051,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1016,외대앞,564,10,5401,4081,8451,8836,21098,5387,24880,34165,16097,12887,12829,24292,13907,21167,16271,18246,17235,13171,19933,18331,21065,14696,29353,18060,32728,21183,23265,28830,15280,21929,13362,14616,13845,14325,11018,14771,5718,11462,236,2515,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1017,신이문,1504,4,9408,2343,14628,4426,39127,4378,42433,8646,23563,4840,16483,5723,14670,7045,14160,8879,13765,9507,11060,11043,10053,15652,13175,19001,10788,22837,9797,33479,6124,26335,3879,16900,2972,14820,2141,13262,977,8716,57,1783,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1018,석계,1351,14,6591,1873,11583,3676,25845,5498,30034,10352,19491,8112,16212,7844,15342,10033,15227,10205,14171,11952,12470,12907,13033,17586,13350,23206,14005,27636,12565,41153,9126,29269,7194,18584,7076,16789,6113,13871,3303,8810,168,1931,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1019,광운대,2283,10,6660,1195,14243,2228,32895,6678,30116,27757,16744,12175,13066,13398,14064,19462,13935,11788,15148,13787,16105,14118,16613,13267,19058,16925,20511,19235,17811,28128,9158,22018,7763,14816,7722,12893,6719,11624,3420,10059,219,4714,1,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1020,월계,976,9,5201,1087,10785,2568,28346,9058,25926,17799,16216,17630,13217,9051,13828,7237,14131,9839,13064,14130,11626,9235,15907,11428,22920,14614,17669,17042,12711,24739,6772,20527,4719,10883,3990,10520,2826,9648,1065,6236,90,1511,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1021,녹천,1108,10,4240,731,8218,1341,23317,5556,21399,5422,11914,2760,8691,3491,7674,3412,8603,4537,6841,4617,5924,4866,5433,6487,7680,8430,5973,10777,4725,15967,3431,13637,2182,8252,1884,7196,1977,6453,503,4305,49,1280,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1022,창동,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,6,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1901,방학,788,9,12976,1833,16906,4880,38606,10052,33779,21644,22683,11498,18875,11501,17578,10638,18925,13487,16834,13099,15277,16057,15937,18917,16221,24291,17268,28393,19569,32410,10685,30829,7506,17031,6341,14355,4495,13109,1958,7642,225,2806,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1902,도봉,273,22,7281,1476,10455,3240,21692,4303,19587,10517,14182,7984,11947,7964,11471,6722,10485,9207,10403,8737,10341,10152,10281,11151,10243,13529,10962,15428,10812,17019,5176,16644,3315,9827,2537,7996,1959,7919,808,4256,141,1651,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1903,도봉산,222,2,6497,968,9722,2622,23162,4570,22498,8955,15225,14625,13065,19257,13204,17149,15718,17758,19629,14066,24353,11970,26152,11597,25871,11497,20506,10430,15880,10866,8992,9187,5073,5649,3375,4997,2011,4865,958,3014,118,1313,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1904,망월사,529,6,8020,1208,13334,3569,30818,5296,29640,28862,18982,18061,15619,10564,17377,18282,16989,14505,16765,14125,18446,15635,17166,14508,20186,17748,23995,22235,13964,28258,7789,25822,6031,15597,5487,12773,4792,11721,2006,8692,353,3004,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1905,회룡,1413,8,15487,1903,28662,5539,62436,8944,52743,13398,33700,11913,28570,11645,27069,13318,24251,15682,20745,16839,17541,19800,16549,24652,16080,32108,15654,39373,13909,48998,8397,48068,6537,27402,5556,22064,4107,18224,1596,13533,257,4350,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1906,의정부,2587,14,11080,2358,27629,7619,55176,13833,52141,37096,30131,37155,25753,27948,28297,31364,30600,34677,31728,38161,33156,35443,35994,34278,39830,42216,44018,49529,47018,64976,29154,56795,27463,34530,20566,26667,16942,22791,7826,16739,812,7468,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1907,가능,469,4,7936,1955,12881,4314,27131,8025,24145,16857,13793,8814,12981,6403,12043,7477,12063,7417,10436,8994,9666,7934,10540,10177,12633,13610,14061,17572,10593,22250,6399,19421,4741,13706,4489,10049,2816,8965,1109,5928,84,2336,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1908,녹양,260,1,5361,824,8640,2603,19849,5567,17005,9973,9930,4648,9226,3610,8795,5313,8277,5263,7465,5989,6453,5427,6793,6933,7407,10076,8960,13028,8974,15310,4339,13937,2924,9422,2684,7635,1740,6981,688,4783,63,1768,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1909,양주,1873,5,5085,1847,12099,6288,33843,11163,27023,12377,19966,9264,17113,7658,14746,7945,14094,9832,12973,9164,11492,9407,12679,12479,14107,15670,16276,21032,15878,25033,7512,22552,4510,15495,3330,12512,2139,11675,825,6827,54,2910,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1910,덕계,4,0,3939,1066,12592,4937,19890,4359,17658,7242,9338,4266,7460,2657,6806,3234,5747,3834,6123,4350,5073,4029,5583,5731,8307,6890,7661,11887,6472,12797,2901,14633,2063,7670,1406,6978,1077,5026,518,3989,27,1148,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1911,덕정,3,0,3663,1774,9557,7036,20316,10611,20793,20937,12296,12288,10490,6502,10776,7215,11272,9198,10969,7796,10039,6527,12203,8868,15167,10025,17507,14972,14927,15072,5669,15519,4370,9901,3155,9104,2138,7357,1347,5042,184,1498,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1912,지행,60,3,5262,1045,11663,2671,24707,6086,25468,13757,16971,7028,13553,5764,12810,7175,11285,8285,11058,10397,10001,9661,9650,13087,10709,15713,11546,22431,13203,21220,7695,22456,6558,15249,5234,11184,4038,10428,2199,7441,147,2620,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1913,동두천중앙,43,1,2466,651,5498,2038,9006,4364,9437,10729,7105,4754,6498,4144,6103,5188,6099,4584,6207,5573,5299,4870,6185,5744,5722,5841,6572,7224,7608,7196,3028,6721,2027,5002,1404,3502,1021,3385,305,2547,8,712,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1914,보산,46,0,1567,456,2122,1067,4648,3039,4145,2942,3643,1866,2944,1504,2892,1770,2886,1791,2987,2243,2768,2344,3034,2507,3576,2941,5396,3854,3392,3887,1853,4319,1317,3493,832,2623,442,1991,172,1616,14,476,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1915,동두천,41,0,1239,723,3187,3296,5555,7531,6983,8241,5307,9034,5065,5299,4431,4533,4061,3347,5211,4685,5168,3849,7341,4653,7818,4289,6943,4804,5984,5761,2775,4922,1524,4024,775,3208,568,2185,210,2004,1,591,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,경원선,1916,소요산,130,0,834,552,1137,1029,3364,2082,5169,3587,5425,4094,4192,8541,4379,9913,6235,13054,9277,8019,12437,6158,13435,5036,12118,4207,7684,4287,4240,2620,1954,2723,1274,2030,617,1071,274,771,140,1005,1,605,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,안산선,1751,산본,438,1,8500,1868,24416,6415,61750,15976,57835,31492,30610,22908,25935,20643,24523,21235,25693,24390,24122,27554,24060,26552,26754,29059,29191,36253,29281,44990,32912,72710,21143,59599,18127,33382,17672,26276,13812,22636,5573,13894,513,5019,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,안산선,1752,대야미,4,1,2927,1000,8227,3034,20398,5835,21942,9044,12208,4886,9002,4689,7973,5031,7977,5585,8042,5392,7587,6199,8065,8591,8949,10412,9794,11178,11388,17432,5826,13497,3926,9583,2814,7795,1703,7781,961,4569,117,1239,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,안산선,1753,반월,19,1,3602,820,8585,2539,19052,4151,17544,8460,11053,3770,8529,3621,7425,4426,7316,4636,6982,4990,5838,5744,5535,7629,7257,10282,9325,11905,8345,16906,4121,12082,2849,9765,1926,7369,1429,7124,469,4285,157,1113,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,안산선,1754,상록수,353,18,14343,2768,33061,8964,73061,14131,69111,24797,38101,22044,27481,17991,25031,15182,25643,16196,24238,19011,20659,19525,23476,22562,27483,30972,32394,46272,26067,69534,15798,58544,12078,39461,10097,33509,6778,28514,2970,18884,431,5481,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,안산선,1755,한대앞,97,1,8295,1237,18152,4379,34746,9361,29848,28977,20972,20818,16431,18822,15594,11230,16954,14857,16298,13221,16313,13386,16997,14719,22888,19792,24846,27801,22507,37616,12551,26632,10557,19376,9713,15471,8380,14367,3071,10008,237,2679,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,안산선,1756,중앙,220,20,9972,1581,33065,12243,64578,18276,55249,40585,32890,33489,26237,21899,27593,22652,31240,27267,27571,30614,25768,30459,29245,31158,36460,39404,41302,56241,43261,78369,28433,63052,27002,39808,26251,32451,22008,25498,9766,20219,972,6475,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,안산선,1757,고잔,207,5,5207,1163,17351,5014,34130,14194,26622,29662,17272,16029,14946,11640,14959,11008,14125,11234,13027,12885,13520,12326,15225,12377,16857,13634,23655,19974,25343,28854,9270,22095,7446,13793,7237,12045,5442,9982,2244,8770,179,3387,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,안산선,1758,초지,218,3,3976,445,12619,4124,25424,9385,19526,12112,11628,6668,8626,4710,7924,4260,7576,5084,6712,5556,5795,5881,6245,7024,7431,8541,10336,13066,10925,19454,5646,16772,3985,11362,2988,9624,1808,8345,653,6257,62,2272,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,안산선,1759,안산,1277,6,10719,1496,13171,16576,23646,41091,24250,35904,20774,16870,16956,12835,16362,14797,17442,14872,17573,15220,17856,15579,19104,17181,24039,19160,45574,25653,49012,28068,22585,21855,18298,16995,10507,13530,4693,10120,1378,6436,123,2543,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,안산선,1760,신길온천,24,0,2310,124,4515,1921,8757,3584,7206,2855,4515,1505,3645,1579,2898,1841,2864,1992,2639,1824,2328,2548,2501,2927,3153,3508,4620,5530,4383,7061,1921,5100,1355,3745,796,3027,454,2727,172,1899,18,601,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,안산선,1761,정왕,212,11,7497,1223,12047,13085,22348,26631,20021,42695,13871,32043,12404,19616,13329,14653,14792,15262,15285,15101,14701,13744,19932,13417,30263,14059,37037,20865,39544,24733,18842,18896,14363,14859,10920,12311,6647,10153,2224,6977,109,2050,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,안산선,1762,오이도,242,1,6526,476,17474,7204,36590,12828,29600,14692,18259,8813,13695,8755,12875,11567,12541,11897,11043,11817,11035,12356,12838,14663,16133,18158,20570,23155,19080,30829,10938,25340,8328,17886,7067,13507,4389,11889,1598,8732,25,4115,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,안산선,1763,수리산,4,0,3607,595,9484,1857,20160,4766,19356,7705,10564,4004,7758,5117,7470,3892,6652,3640,6362,3916,4976,4455,6028,5674,5847,6785,5847,8470,5662,13100,2937,10607,1981,7041,1471,6056,1089,5640,429,3299,45,1123,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,과천선,1450,선바위,2,0,913,1295,6431,11117,18791,21344,20451,29431,15710,16747,11862,8864,10949,8486,11351,9161,11641,8374,11053,8161,12799,9389,17557,10938,27509,13291,34614,17245,15505,13803,9897,9562,7743,8777,4092,7752,1332,5026,109,844,0,1,0,0,0,0,2023-04-03 09:45:30
2023-03,과천선,1451,경마공원,0,0,364,499,1029,2664,2200,4224,2673,11734,2197,32155,2627,41466,2884,22192,4128,18833,5061,16272,8148,10799,13317,6519,21166,4185,34400,2667,67551,2497,9134,1956,2077,1354,836,1166,264,980,129,542,21,164,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,과천선,1452,대공원,5,0,120,289,376,3794,713,4582,1068,10763,1641,17147,2286,24876,4041,15112,9131,12532,9889,13288,13091,10872,15448,6370,18347,3946,19512,2270,14641,1670,5603,951,4883,661,2793,531,463,375,213,205,23,43,0,0,0,0,0,0,2023-04-03 09:45:30
2023-03,과천선,1453,과천,2,0,2851,392,10603,2080,31823,5401,28077,9298,18728,6030,13598,5516,12136,5486,11991,6527,11204,6870,9966,8558,10312,9994,10648,12755,10206,16764,9606,24116,4896,21496,3428,13492,2499,12826,1653,12887,746,7710,71,1511,0,0,0,0,0,0,2023-04-03 09:45:30
